struct	alias	base	kind	size	offset	field	type	fieldsize
tagCHAT_LOGIN_FRIEND_NAME_SYNC	CHAT_LOGIN_FRIEND_NAME_SYNC	tagProtocolHeader	struct	43	0	(base)	tagProtocolHeader	1
tagCHAT_LOGIN_FRIEND_NAME_SYNC	CHAT_LOGIN_FRIEND_NAME_SYNC	tagProtocolHeader	struct	43	1	m_wLength	WORD	2
tagCHAT_LOGIN_FRIEND_NAME_SYNC	CHAT_LOGIN_FRIEND_NAME_SYNC	tagProtocolHeader	struct	43	3	m_dwID	DWORD	4
tagCHAT_LOGIN_FRIEND_NAME_SYNC	CHAT_LOGIN_FRIEND_NAME_SYNC	tagProtocolHeader	struct	43	7	m_nPlayerIdx	int	4
tagCHAT_LOGIN_FRIEND_NAME_SYNC	CHAT_LOGIN_FRIEND_NAME_SYNC	tagProtocolHeader	struct	43	11	m_szName	char[32]	32
tagCHAT_LOGIN_FRIEND_NONAME_SYNC	CHAT_LOGIN_FRIEND_NONAME_SYNC	tagProtocolHeader	struct	9	0	(base)	tagProtocolHeader	1
tagCHAT_LOGIN_FRIEND_NONAME_SYNC	CHAT_LOGIN_FRIEND_NONAME_SYNC	tagProtocolHeader	struct	9	1	m_dwID	DWORD	4
tagCHAT_LOGIN_FRIEND_NONAME_SYNC	CHAT_LOGIN_FRIEND_NONAME_SYNC	tagProtocolHeader	struct	9	5	m_nPlayerIdx	int	4
tagCHAT_ONE_FRIEND_DATA_SYNC	CHAT_ONE_FRIEND_DATA_SYNC	tagProtocolHeader	struct	41	0	(base)	tagProtocolHeader	1
tagCHAT_ONE_FRIEND_DATA_SYNC	CHAT_ONE_FRIEND_DATA_SYNC	tagProtocolHeader	struct	41	1	m_dwID	DWORD	4
tagCHAT_ONE_FRIEND_DATA_SYNC	CHAT_ONE_FRIEND_DATA_SYNC	tagProtocolHeader	struct	41	5	m_nPlayerIdx	int	4
tagCHAT_ONE_FRIEND_DATA_SYNC	CHAT_ONE_FRIEND_DATA_SYNC	tagProtocolHeader	struct	41	9	m_szName	char[32]	32
tagCHAT_REDELETE_FRIEND_COMMAND	CHAT_REDELETE_FRIEND_COMMAND	tagProtocolHeader	struct	5	0	(base)	tagProtocolHeader	1
tagCHAT_REDELETE_FRIEND_COMMAND	CHAT_REDELETE_FRIEND_COMMAND	tagProtocolHeader	struct	5	1	m_dwID	DWORD	4
tagCHAT_REFUSE_FRIEND_COMMAND	CHAT_REFUSE_FRIEND_COMMAND	tagProtocolHeader	struct	5	0	(base)	tagProtocolHeader	1
tagCHAT_REFUSE_FRIEND_COMMAND	CHAT_REFUSE_FRIEND_COMMAND	tagProtocolHeader	struct	5	1	m_nTargetPlayerIdx	int	4
tagCHAT_REFUSE_FRIEND_SYNC	CHAT_REFUSE_FRIEND_SYNC	tagProtocolHeader	struct	35	0	(base)	tagProtocolHeader	1
tagCHAT_REFUSE_FRIEND_SYNC	CHAT_REFUSE_FRIEND_SYNC	tagProtocolHeader	struct	35	1	m_wLength	WORD	2
tagCHAT_REFUSE_FRIEND_SYNC	CHAT_REFUSE_FRIEND_SYNC	tagProtocolHeader	struct	35	3	m_szName	char[32]	32
tagCHAT_RELEGATE	CHAT_RELEGATE	tagProtocolHeader	struct	22	0	(base)	tagProtocolHeader	1
tagCHAT_RELEGATE	CHAT_RELEGATE	tagProtocolHeader	struct	22	1	wSize	WORD	2
tagCHAT_RELEGATE	CHAT_RELEGATE	tagProtocolHeader	struct	22	3	nFromIP	DWORD	4
tagCHAT_RELEGATE	CHAT_RELEGATE	tagProtocolHeader	struct	22	7	nFromRelayID	DWORD	4
tagCHAT_RELEGATE	CHAT_RELEGATE	tagProtocolHeader	struct	22	11	channelid	DWORD	4
tagCHAT_RELEGATE	CHAT_RELEGATE	tagProtocolHeader	struct	22	15	TargetCls	BYTE	1
tagCHAT_RELEGATE	CHAT_RELEGATE	tagProtocolHeader	struct	22	16	TargetID	DWORD	4
tagCHAT_RELEGATE	CHAT_RELEGATE	tagProtocolHeader	struct	22	20	routeDateLength	WORD	2
tagCHAT_SCREENSINGLE_ERROR_SYNC	CHAT_SCREENSINGLE_ERROR_SYNC	tagProtocolHeader	struct	36	0	(base)	tagProtocolHeader	1
tagCHAT_SCREENSINGLE_ERROR_SYNC	CHAT_SCREENSINGLE_ERROR_SYNC	tagProtocolHeader	struct	36	1	m_wLength	WORD	2
tagCHAT_SCREENSINGLE_ERROR_SYNC	CHAT_SCREENSINGLE_ERROR_SYNC	tagProtocolHeader	struct	36	3	m_btError	BYTE	1
tagCHAT_SCREENSINGLE_ERROR_SYNC	CHAT_SCREENSINGLE_ERROR_SYNC	tagProtocolHeader	struct	36	4	m_szName	char[32]	32
tagCHAT_SET_CHANNEL_COMMAND	CHAT_SET_CHANNEL_COMMAND	tagProtocolHeader	struct	5	0	(base)	tagProtocolHeader	1
tagCHAT_SET_CHANNEL_COMMAND	CHAT_SET_CHANNEL_COMMAND	tagProtocolHeader	struct	5	1	m_dwTakeChannel	DWORD	4
tagCHAT_SOMEONECHAT_CMD	CHAT_SOMEONECHAT_CMD	tagProtocolHeader	struct	40	0	(base)	tagProtocolHeader	1
tagCHAT_SOMEONECHAT_CMD	CHAT_SOMEONECHAT_CMD	tagProtocolHeader	struct	40	1	wSize	WORD	2
tagCHAT_SOMEONECHAT_CMD	CHAT_SOMEONECHAT_CMD	tagProtocolHeader	struct	40	3	packageID	DWORD	4
tagCHAT_SOMEONECHAT_CMD	CHAT_SOMEONECHAT_CMD	tagProtocolHeader	struct	40	7	someone	char[32]	32
tagCHAT_SOMEONECHAT_CMD	CHAT_SOMEONECHAT_CMD	tagProtocolHeader	struct	40	39	sentlen	BYTE	1
tagCHAT_SPECMAN	CHAT_SPECMAN	tagProtocolHeader	struct	13	0	(base)	tagProtocolHeader	1
tagCHAT_SPECMAN	CHAT_SPECMAN	tagProtocolHeader	struct	13	1	wSize	WORD	2
tagCHAT_SPECMAN	CHAT_SPECMAN	tagProtocolHeader	struct	13	3	nameid	DWORD	4
tagCHAT_SPECMAN	CHAT_SPECMAN	tagProtocolHeader	struct	13	7	lnID	long unsigned int	4
tagCHAT_SPECMAN	CHAT_SPECMAN	tagProtocolHeader	struct	13	11	wChatLength	WORD	2
tagCHAT_TEST_MSG	CHAT_TEST_MSG	tagProtocolHeader	struct	11	0	(base)	tagProtocolHeader	1
tagCHAT_TEST_MSG	CHAT_TEST_MSG	tagProtocolHeader	struct	11	1	bMsgLen	BYTE	1
tagCHAT_TEST_MSG	CHAT_TEST_MSG	tagProtocolHeader	struct	11	2	Reserved	DWORD[2]	8
tagCHAT_TEST_MSG	CHAT_TEST_MSG	tagProtocolHeader	struct	11	10	sMsg	char[1]	1
tagCLEAR_TONG_CLAIMWAR_SYNC	CLEAR_TONG_CLAIMWAR_SYNC	tagProtocolHeader	struct	4	0	(base)	tagProtocolHeader	1
tagCLEAR_TONG_CLAIMWAR_SYNC	CLEAR_TONG_CLAIMWAR_SYNC	tagProtocolHeader	struct	4	1	m_wLength	WORD	2
tagCLEAR_TONG_CLAIMWAR_SYNC	CLEAR_TONG_CLAIMWAR_SYNC	tagProtocolHeader	struct	4	3	m_btMsgId	BYTE	1
tagCURPLAYER_NORMAL_SYNC	CURPLAYER_NORMAL_SYNC	tagProtocolHeader	struct	14	0	(base)	tagProtocolHeader	1
tagCURPLAYER_NORMAL_SYNC	CURPLAYER_NORMAL_SYNC	tagProtocolHeader	struct	14	1	m_shStamina	short int	2
tagCURPLAYER_NORMAL_SYNC	CURPLAYER_NORMAL_SYNC	tagProtocolHeader	struct	14	3	m_nMana	int	4
tagCURPLAYER_NORMAL_SYNC	CURPLAYER_NORMAL_SYNC	tagProtocolHeader	struct	14	7	m_nLife	int	4
tagCURPLAYER_NORMAL_SYNC	CURPLAYER_NORMAL_SYNC	tagProtocolHeader	struct	14	11	m_shAngry	short int	2
tagCURPLAYER_NORMAL_SYNC	CURPLAYER_NORMAL_SYNC	tagProtocolHeader	struct	14	13	m_btTeamData	BYTE	1
tagCURPLAYER_SYNC	CURPLAYER_SYNC	tagProtocolHeader	struct	68	0	(base)	tagProtocolHeader	1
tagCURPLAYER_SYNC	CURPLAYER_SYNC	tagProtocolHeader	struct	68	1	m_dwID	DWORD	4
tagCURPLAYER_SYNC	CURPLAYER_SYNC	tagProtocolHeader	struct	68	5	m_btLevel	BYTE	1
tagCURPLAYER_SYNC	CURPLAYER_SYNC	tagProtocolHeader	struct	68	6	m_wLifeMax	WORD	2
tagCURPLAYER_SYNC	CURPLAYER_SYNC	tagProtocolHeader	struct	68	8	m_wStaminaMax	WORD	2
tagCURPLAYER_SYNC	CURPLAYER_SYNC	tagProtocolHeader	struct	68	10	m_btSex	BYTE	1
tagCURPLAYER_SYNC	CURPLAYER_SYNC	tagProtocolHeader	struct	68	11	m_btKind	BYTE	1
tagCURPLAYER_SYNC	CURPLAYER_SYNC	tagProtocolHeader	struct	68	12	m_btSeries	BYTE	1
tagCURPLAYER_SYNC	CURPLAYER_SYNC	tagProtocolHeader	struct	68	13	m_wManaMax	WORD	2
tagCURPLAYER_SYNC	CURPLAYER_SYNC	tagProtocolHeader	struct	68	15	m_HeadImage	int	4
tagCURPLAYER_SYNC	CURPLAYER_SYNC	tagProtocolHeader	struct	68	19	m_wAttributePoint	WORD	2
tagCURPLAYER_SYNC	CURPLAYER_SYNC	tagProtocolHeader	struct	68	21	m_wEngergy	WORD	2
tagCURPLAYER_SYNC	CURPLAYER_SYNC	tagProtocolHeader	struct	68	23	m_wLucky	WORD	2
tagCURPLAYER_SYNC	CURPLAYER_SYNC	tagProtocolHeader	struct	68	25	m_wSkillPoint	WORD	2
tagCURPLAYER_SYNC	CURPLAYER_SYNC	tagProtocolHeader	struct	68	27	m_wStrength	WORD	2
tagCURPLAYER_SYNC	CURPLAYER_SYNC	tagProtocolHeader	struct	68	29	m_wDexterity	WORD	2
tagCURPLAYER_SYNC	CURPLAYER_SYNC	tagProtocolHeader	struct	68	31	m_wVitality	WORD	2
tagCURPLAYER_SYNC	CURPLAYER_SYNC	tagProtocolHeader	struct	68	33	m_nExp	INT64	8
tagCURPLAYER_SYNC	CURPLAYER_SYNC	tagProtocolHeader	struct	68	41	m_dwLeadExp	DWORD	4
tagCURPLAYER_SYNC	CURPLAYER_SYNC	tagProtocolHeader	struct	68	45	m_byBoxParam	BYTE	1
tagCURPLAYER_SYNC	CURPLAYER_SYNC	tagProtocolHeader	struct	68	46	m_btCurFaction	BYTE	1
tagCURPLAYER_SYNC	CURPLAYER_SYNC	tagProtocolHeader	struct	68	47	m_nFactionAddTimes	WORD	2
tagCURPLAYER_SYNC	CURPLAYER_SYNC	tagProtocolHeader	struct	68	49	m_nExpEx	short int	2
tagCURPLAYER_SYNC	CURPLAYER_SYNC	tagProtocolHeader	struct	68	51	m_btLastFaction	BYTE	1
tagCURPLAYER_SYNC	CURPLAYER_SYNC	tagProtocolHeader	struct	68	52	m_wSectStat	WORD	2
tagCURPLAYER_SYNC	CURPLAYER_SYNC	tagProtocolHeader	struct	68	54	m_wWorldStat	WORD	2
tagCURPLAYER_SYNC	CURPLAYER_SYNC	tagProtocolHeader	struct	68	56	m_nMoney2	int	4
tagCURPLAYER_SYNC	CURPLAYER_SYNC	tagProtocolHeader	struct	68	60	m_nMoney1	int	4
tagCURPLAYER_SYNC	CURPLAYER_SYNC	tagProtocolHeader	struct	68	64	m_nRenascenceCount	int	4
tagChangeExtPoint		tagProtocolHeader	struct	49	0	(base)	tagProtocolHeader	1
tagChangeExtPoint		tagProtocolHeader	struct	49	1	szAccountName	BYTE[32]	32
tagChangeExtPoint		tagProtocolHeader	struct	49	33		tagChangeExtPoint_u	4
tagChangeExtPoint		tagProtocolHeader	struct	49	37	nChangeValue	int	4
tagChangeExtPoint		tagProtocolHeader	struct	49	41	uFlag	unsigned int	4
tagChangeExtPoint		tagProtocolHeader	struct	49	45	nPlayerDataIndex	int	4
tagDayTime		tagProtocolHeader	struct	25	0	(base)	tagProtocolHeader	1
tagDayTime		tagProtocolHeader	struct	25	1	tm_year	int	4
tagDayTime		tagProtocolHeader	struct	25	5	tm_month	int	4
tagDayTime		tagProtocolHeader	struct	25	9	tm_mday	int	4
tagDayTime		tagProtocolHeader	struct	25	13	tm_hour	int	4
tagDayTime		tagProtocolHeader	struct	25	17	tm_min	int	4
tagDayTime		tagProtocolHeader	struct	25	21	tm_sec	int	4
tagDynamicUpdateMapID		tagProtocolHeader	struct	9	0	(base)	tagProtocolHeader	1
tagDynamicUpdateMapID		tagProtocolHeader	struct	9	1	nMapId	int	4
tagDynamicUpdateMapID		tagProtocolHeader	struct	9	5	nAction	int	4
tagEnterGame		tagProtocolHeader	struct	33	0	(base)	tagProtocolHeader	1
tagEnterGame		tagProtocolHeader	struct	33	1	szAccountName	BYTE[32]	32
tagEnterGame2		EXTEND_HEADER	struct	79	0	(base)	EXTEND_HEADER	2
tagEnterGame2		EXTEND_HEADER	struct	79	2	szAccount	char[32]	32
tagEnterGame2		EXTEND_HEADER	struct	79	34	szRole	char[32]	32
tagEnterGame2		EXTEND_HEADER	struct	79	66	dwNameID	DWORD	4
tagEnterGame2		EXTEND_HEADER	struct	79	70	dwParam	DWORD	4
tagEnterGame2		EXTEND_HEADER	struct	79	74	lnID	long unsigned int	4
tagEnterGame2		EXTEND_HEADER	struct	79	78	byLevel	BYTE	1
tagFOUNDRY_CLIENTSEND	FOUNDRY_CLIENTSEND	tagProtocolHeader	struct	204	0	(base)	tagProtocolHeader	1
tagFOUNDRY_CLIENTSEND	FOUNDRY_CLIENTSEND	tagProtocolHeader	struct	204	1	eFoundryType	BYTE	1
tagFOUNDRY_CLIENTSEND	FOUNDRY_CLIENTSEND	tagProtocolHeader	struct	204	2	nNecItemNum	int	4
tagFOUNDRY_CLIENTSEND	FOUNDRY_CLIENTSEND	tagProtocolHeader	struct	204	6	NecItemPos	tagFOUNDRY_CLIENTSEND_NecItemPos_t[8]	96
tagFOUNDRY_CLIENTSEND	FOUNDRY_CLIENTSEND	tagProtocolHeader	struct	204	102	nSelItemNum	BYTE	1
tagFOUNDRY_CLIENTSEND	FOUNDRY_CLIENTSEND	tagProtocolHeader	struct	204	103	SelItemPos	tagFOUNDRY_CLIENTSEND_NecItemPos_t[8]	96
tagFOUNDRY_CLIENTSEND	FOUNDRY_CLIENTSEND	tagProtocolHeader	struct	204	199	nExParam	int	4
tagFOUNDRY_CLIENTSEND	FOUNDRY_CLIENTSEND	tagProtocolHeader	struct	204	203	byResScheme	BYTE	1
tagFOUNDRY_RESULT	FOUNDRY_RESULT	tagProtocolHeader	struct	7	0	(base)	tagProtocolHeader	1
tagFOUNDRY_RESULT	FOUNDRY_RESULT	tagProtocolHeader	struct	7	1	eFoundryType	BYTE	1
tagFOUNDRY_RESULT	FOUNDRY_RESULT	tagProtocolHeader	struct	7	2	nNewItemID	int	4
tagFOUNDRY_RESULT	FOUNDRY_RESULT	tagProtocolHeader	struct	7	6	nResult	BYTE	1
tagGIVE_SOMETHING	GIVE_SOMETHING	tagProtocolHeader	struct	30	0	(base)	tagProtocolHeader	1
tagGIVE_SOMETHING	GIVE_SOMETHING	tagProtocolHeader	struct	30	1	byGiveType	BYTE	1
tagGIVE_SOMETHING	GIVE_SOMETHING	tagProtocolHeader	struct	30	2	dwTarID	DWORD	4
tagGIVE_SOMETHING	GIVE_SOMETHING	tagProtocolHeader	struct	30	6	dwItemID	DWORD[6]	24
tagGPI_VIEW_ROLLING_ITEM	GPI_VIEW_ROLLING_ITEM	tagProtocolHeader	struct	71	0	(base)	tagProtocolHeader	1
tagGPI_VIEW_ROLLING_ITEM	GPI_VIEW_ROLLING_ITEM	tagProtocolHeader	struct	71	1	item	SViewItemInfo	64
tagGPI_VIEW_ROLLING_ITEM	GPI_VIEW_ROLLING_ITEM	tagProtocolHeader	struct	71	65	wLifeTime	WORD	2
tagGPI_VIEW_ROLLING_ITEM	GPI_VIEW_ROLLING_ITEM	tagProtocolHeader	struct	71	67	dwDiceID	DWORD	4
tagGameSvrInfo		tagProtocolHeader	struct	13	0	(base)	tagProtocolHeader	1
tagGameSvrInfo		tagProtocolHeader	struct	13	1	nIPAddr_Intraner	UINT	4
tagGameSvrInfo		tagProtocolHeader	struct	13	5	nIPAddr_Internet	UINT	4
tagGameSvrInfo		tagProtocolHeader	struct	13	9	nPort	short unsigned int	2
tagGameSvrInfo		tagProtocolHeader	struct	13	11	wCapability	WORD	2
tagGateWayKickOut		tagProtocolHeader	struct	37	0	(base)	tagProtocolHeader	1
tagGateWayKickOut		tagProtocolHeader	struct	37	1	nKickOutFlag	int	4
tagGateWayKickOut		tagProtocolHeader	struct	37	5	szAccountName	BYTE[32]	32
tagGatewayBroadCast		tagProtocolHeader2	struct	269	0	(base)	tagProtocolHeader2	5
tagGatewayBroadCast		tagProtocolHeader2	struct	269	5	uCmdType	UINT	4
tagGatewayBroadCast		tagProtocolHeader2	struct	269	9	szData	char[260]	260
tagGuidableInfo		tagProtocolHeader2	struct	109	0	(base)	tagProtocolHeader2	5
tagGuidableInfo		tagProtocolHeader2	struct	109	5	guid	GUID	16
tagGuidableInfo		tagProtocolHeader2	struct	109	21	sAccountInfo	KACCOUNT_INFO2	84
tagGuidableInfo		tagProtocolHeader2	struct	109	105	datalength	size_t	4
tagGuidableInfo		tagProtocolHeader2	struct	109	109	szData	char[]	
tagITEM_AUTO_MOVE_SYNC	ITEM_AUTO_MOVE_SYNC	tagProtocolHeader	struct	7	0	(base)	tagProtocolHeader	1
tagITEM_AUTO_MOVE_SYNC	ITEM_AUTO_MOVE_SYNC	tagProtocolHeader	struct	7	1	m_btSrcY	BYTE	1
tagITEM_AUTO_MOVE_SYNC	ITEM_AUTO_MOVE_SYNC	tagProtocolHeader	struct	7	2	m_btDestY	BYTE	1
tagITEM_AUTO_MOVE_SYNC	ITEM_AUTO_MOVE_SYNC	tagProtocolHeader	struct	7	3	m_btSrcPos	BYTE	1
tagITEM_AUTO_MOVE_SYNC	ITEM_AUTO_MOVE_SYNC	tagProtocolHeader	struct	7	4	m_btSrcX	BYTE	1
tagITEM_AUTO_MOVE_SYNC	ITEM_AUTO_MOVE_SYNC	tagProtocolHeader	struct	7	5	m_btDestX	BYTE	1
tagITEM_AUTO_MOVE_SYNC	ITEM_AUTO_MOVE_SYNC	tagProtocolHeader	struct	7	6	m_btDestPos	BYTE	1
tagITEM_COUNT_SYNC	ITEM_COUNT_SYNC	tagProtocolHeader	struct	9	0	(base)	tagProtocolHeader	1
tagITEM_COUNT_SYNC	ITEM_COUNT_SYNC	tagProtocolHeader	struct	9	1	m_nID	DWORD	4
tagITEM_COUNT_SYNC	ITEM_COUNT_SYNC	tagProtocolHeader	struct	9	5	m_nCurCount	int	4
tagITEM_DURABILITY_CHANGE	ITEM_DURABILITY_CHANGE	tagProtocolHeader	struct	13	0	(base)	tagProtocolHeader	1
tagITEM_DURABILITY_CHANGE	ITEM_DURABILITY_CHANGE	tagProtocolHeader	struct	13	1	dwItemID	DWORD	4
tagITEM_DURABILITY_CHANGE	ITEM_DURABILITY_CHANGE	tagProtocolHeader	struct	13	5	nCurMaxDur	int	4
tagITEM_DURABILITY_CHANGE	ITEM_DURABILITY_CHANGE	tagProtocolHeader	struct	13	9	nCurDur	int	4
tagITEM_MASK	ITEM_MASK	tagProtocolHeader	struct	16	0	(base)	tagProtocolHeader	1
tagITEM_MASK	ITEM_MASK	tagProtocolHeader	struct	16	1	cEquip	char[15]	15
tagITEM_REMOVE_SYNC	ITEM_REMOVE_SYNC	tagProtocolHeader	struct	5	0	(base)	tagProtocolHeader	1
tagITEM_REMOVE_SYNC	ITEM_REMOVE_SYNC	tagProtocolHeader	struct	5	1	m_ID	int	4
tagITEM_REPAIR	ITEM_REPAIR	tagProtocolHeader	struct	9	0	(base)	tagProtocolHeader	1
tagITEM_REPAIR	ITEM_REPAIR	tagProtocolHeader	struct	9	1	dwItemID	DWORD	4
tagITEM_REPAIR	ITEM_REPAIR	tagProtocolHeader	struct	9	5	Param	DWORD	4
tagItemSync	ITEM_SYNC	tagProtocolHeader	struct	80	0	(base)	tagProtocolHeader	1
tagItemSync	ITEM_SYNC	tagProtocolHeader	struct	80	1	(base)	SViewItemInfo	64
tagItemSync	ITEM_SYNC	tagProtocolHeader	struct	80	65	m_MaxDurability	WORD	2
tagItemSync	ITEM_SYNC	tagProtocolHeader	struct	80	67	m_Durability	WORD	2
tagItemSync	ITEM_SYNC	tagProtocolHeader	struct	80	69	m_btPlace	BYTE	1
tagItemSync	ITEM_SYNC	tagProtocolHeader	struct	80	70	m_btY	BYTE	1
tagItemSync	ITEM_SYNC	tagProtocolHeader	struct	80	71	m_btX	BYTE	1
tagItemSync	ITEM_SYNC	tagProtocolHeader	struct	80	72	m_nWidth	DWORD	4
tagItemSync	ITEM_SYNC	tagProtocolHeader	struct	80	76	m_nHeight	DWORD	4
tagLADDER_DATA	LADDER_DATA	tagProtocolHeader	struct	466	0	(base)	tagProtocolHeader	1
tagLADDER_DATA	LADDER_DATA	tagProtocolHeader	struct	466	1	dwLadderID	DWORD	4
tagLADDER_DATA	LADDER_DATA	tagProtocolHeader	struct	466	5	btRoleCount	BYTE	1
tagLADDER_DATA	LADDER_DATA	tagProtocolHeader	struct	466	6	StatData	TRoleList[10]	460
tagLADDER_LIST	LADDER_LIST	tagProtocolHeader	struct	7	0	(base)	tagProtocolHeader	1
tagLADDER_LIST	LADDER_LIST	tagProtocolHeader	struct	7	1	wSize	WORD	2
tagLADDER_LIST	LADDER_LIST	tagProtocolHeader	struct	7	3	nCount	int	4
tagLADDER_LIST	LADDER_LIST	tagProtocolHeader	struct	7	7	dwLadderID	DWORD[]	
tagLADDER_QUERY	LADDER_QUERY	tagProtocolHeader	struct	4	0	(base)	tagProtocolHeader	1
tagLADDER_QUERY	LADDER_QUERY	tagProtocolHeader	struct	4	1	wSize	WORD	2
tagLADDER_QUERY	LADDER_QUERY	tagProtocolHeader	struct	4	3	btIDCount	BYTE	1
tagLADDER_QUERY	LADDER_QUERY	tagProtocolHeader	struct	4	4	dwLadderID	DWORD[]	
tagLeaveGame		tagProtocolHeader	struct	38	0	(base)	tagProtocolHeader	1
tagLeaveGame		tagProtocolHeader	struct	38	1	cCmdType	BYTE	1
tagLeaveGame		tagProtocolHeader	struct	38	2	nExtPoint	int	4
tagLeaveGame		tagProtocolHeader	struct	38	6	szAccountName	char[32]	32
tagLeaveGame2		EXTEND_HEADER	struct	67	0	(base)	EXTEND_HEADER	2
tagLeaveGame2		EXTEND_HEADER	struct	67	2	cCmdType	BYTE	1
tagLeaveGame2		EXTEND_HEADER	struct	67	3	szAccount	char[32]	32
tagLeaveGame2		EXTEND_HEADER	struct	67	35	szRole	char[32]	32
tagLogicLogin		tagProtocolHeader	struct	17	0	(base)	tagProtocolHeader	1
tagLogicLogin		tagProtocolHeader	struct	17	1	guid	GUID	16
tagMINIMAP_OBJ_SYNC		tagProtocolHeader	struct	15	0	(base)	tagProtocolHeader	1
tagMINIMAP_OBJ_SYNC		tagProtocolHeader	struct	15	1	wSize	WORD	2
tagMINIMAP_OBJ_SYNC		tagProtocolHeader	struct	15	3	eType	MiniMapObjType	4
tagMINIMAP_OBJ_SYNC		tagProtocolHeader	struct	15	7	dwMpsX	DWORD	4
tagMINIMAP_OBJ_SYNC		tagProtocolHeader	struct	15	11	dwMpsY	DWORD	4
tagMapArrangeNotify		EXTEND_HEADER	struct	12	0	(base)	EXTEND_HEADER	2
tagMapArrangeNotify		EXTEND_HEADER	struct	12	2	nMapCount	int	4
tagMapArrangeNotify		EXTEND_HEADER	struct	12	6	MapIdIndexList	MapIdIndexPair[1]	6
tagMapIDAssign		EXTEND_HEADER	struct	14	0	(base)	EXTEND_HEADER	2
tagMapIDAssign		EXTEND_HEADER	struct	14	2	nMapCount	int	4
tagMapIDAssign		EXTEND_HEADER	struct	14	6	nDynMapCount	int	4
tagMapIDAssign		EXTEND_HEADER	struct	14	10	aMapID	DWORD[1]	4
tagNOTIFY_CLIENT	NOTIFY_CLIENT	tagProtocolHeader	struct	9	0	(base)	tagProtocolHeader	1
tagNOTIFY_CLIENT	NOTIFY_CLIENT	tagProtocolHeader	struct	9	1	nNotifyType	INT	4
tagNOTIFY_CLIENT	NOTIFY_CLIENT	tagProtocolHeader	struct	9	5		tagNOTIFY_CLIENT_u	4
tagNPC_CHGCAMP_SYNC	NPC_CHGCAMP_SYNC	tagProtocolHeader	struct	6	0	(base)	tagProtocolHeader	1
tagNPC_CHGCAMP_SYNC	NPC_CHGCAMP_SYNC	tagProtocolHeader	struct	6	1	ID	DWORD	4
tagNPC_CHGCAMP_SYNC	NPC_CHGCAMP_SYNC	tagProtocolHeader	struct	6	5	Camp	BYTE	1
tagNPC_CHGCURCAMP_SYNC	NPC_CHGCURCAMP_SYNC	tagProtocolHeader	struct	6	0	(base)	tagProtocolHeader	1
tagNPC_CHGCURCAMP_SYNC	NPC_CHGCURCAMP_SYNC	tagProtocolHeader	struct	6	1	ID	DWORD	4
tagNPC_CHGCURCAMP_SYNC	NPC_CHGCURCAMP_SYNC	tagProtocolHeader	struct	6	5	Camp	BYTE	1
tagNPC_DEATH_SYNC	NPC_DEATH_SYNC	tagProtocolHeader	struct	5	0	(base)	tagProtocolHeader	1
tagNPC_DEATH_SYNC	NPC_DEATH_SYNC	tagProtocolHeader	struct	5	1	m_dwID	DWORD	4
tagNPC_GOLD_CHANGE_SYNC	NPC_GOLD_CHANGE_SYNC	tagProtocolHeader	struct	7	0	(base)	tagProtocolHeader	1
tagNPC_GOLD_CHANGE_SYNC	NPC_GOLD_CHANGE_SYNC	tagProtocolHeader	struct	7	1	m_dwNpcID	DWORD	4
tagNPC_GOLD_CHANGE_SYNC	NPC_GOLD_CHANGE_SYNC	tagProtocolHeader	struct	7	5	m_wGoldFlag	WORD	2
tagNPC_JUMP_COMMAND	NPC_JUMP_COMMAND	tagProtocolHeader	struct	13	0	(base)	tagProtocolHeader	1
tagNPC_JUMP_COMMAND	NPC_JUMP_COMMAND	tagProtocolHeader	struct	13	1	nMpsX	int	4
tagNPC_JUMP_COMMAND	NPC_JUMP_COMMAND	tagProtocolHeader	struct	13	5	nMpsY	int	4
tagNPC_JUMP_COMMAND	NPC_JUMP_COMMAND	tagProtocolHeader	struct	13	9	Reserved	DWORD	4
tagNPC_JUMP_SYNC	NPC_JUMP_SYNC	tagProtocolHeader	struct	13	0	(base)	tagProtocolHeader	1
tagNPC_JUMP_SYNC	NPC_JUMP_SYNC	tagProtocolHeader	struct	13	1	nMpsY	int	4
tagNPC_JUMP_SYNC	NPC_JUMP_SYNC	tagProtocolHeader	struct	13	5	nMpsX	int	4
tagNPC_JUMP_SYNC	NPC_JUMP_SYNC	tagProtocolHeader	struct	13	9	ID	DWORD	4
tagNPC_NET_COMMAND	NPC_NET_COMMAND	tagProtocolHeader	struct	22	0	(base)	tagProtocolHeader	1
tagNPC_NET_COMMAND	NPC_NET_COMMAND	tagProtocolHeader	struct	22	1	dwNpcID	DWORD	4
tagNPC_NET_COMMAND	NPC_NET_COMMAND	tagProtocolHeader	struct	22	5	btCmd	BYTE	1
tagNPC_NET_COMMAND	NPC_NET_COMMAND	tagProtocolHeader	struct	22	6	nX	int	4
tagNPC_NET_COMMAND	NPC_NET_COMMAND	tagProtocolHeader	struct	22	10	nY	int	4
tagNPC_NET_COMMAND	NPC_NET_COMMAND	tagProtocolHeader	struct	22	14	nParam1	int	4
tagNPC_NET_COMMAND	NPC_NET_COMMAND	tagProtocolHeader	struct	22	18	nParam2	int	4
tagNPC_NORMAL_SYNC	NPC_NORMAL_SYNC	tagProtocolHeader	struct	18	0	(base)	tagProtocolHeader	1
